0.17192; 593.31468, 125.49920, -117.55540, 1.05122, 21.20729, -1.03923, -0.05072; -0.11874, 1.00000
0.16448; 594.89159, 126.16770, -116.12720, 1.11553, 22.75625, -1.20801, -0.05771; -0.12594, 1.00000
0.16620; 596.79806, 126.84580, -114.34540, 1.19762, 24.46259, -1.19098, -0.05186; -0.12924, 1.00000
0.17040; 598.60845, 127.35020, -112.60670, 1.27830, 25.97652, -1.18111, -0.04088; -0.12224, 1.00000
0.14710; 600.28085, 127.69580, -110.97040, 1.35164, 27.28482, -1.18430, -0.02745; -0.12224, 1.00000
0.16514; 602.54995, 127.98960, -108.72040, 1.44496, 28.94228, -1.21559, -0.00868; -0.09558, 1.00000
0.16548; 604.67822, 128.09820, -106.59490, 1.52342, 30.39506, -1.20374, 0.00160; -0.07673, 1.00000
0.16710; 606.90957, 128.06520, -104.36380, 1.59422, 31.82150, -1.26036, 0.00791; -0.06044, 1.00000
0.17234; 609.54053, 127.86710, -101.74030, 1.66257, 33.40097, -1.31237, 0.01062; -0.04821, 1.00000
0.16976; 611.98485, 127.54720, -99.31701, 1.71444, 34.77758, -1.47165, -0.03972; -0.03944, 1.00000
0.16740; 614.85131, 127.03830, -96.49608, 1.76416, 36.29865, -1.38042, -0.03839; -0.03894, 1.00000
0.16668; 617.50108, 126.45630, -93.91102, 1.80457, 37.62738, -1.28980, -0.03745; -0.03694, 1.00000
0.18416; 620.59432, 125.65420, -90.92358, 1.84813, 39.09356, -1.18416, -0.03527; -0.03694, 1.00000
0.14817; 623.44206, 124.80590, -88.20513, 1.88646, 40.37417, -1.24691, -0.04815; -0.03418, 1.00000
0.16625; 626.38044, 123.82620, -85.43488, 1.92426, 41.63270, -1.12370, -0.04283; -0.03362, 1.00000
0.14692; 629.02476, 122.85830, -82.97407, 1.95703, 42.71646, -1.02666, -0.03663; -0.03362, 1.00000
0.16092; 632.12918, 121.62410, -80.12553, 1.99376, 43.93715, -0.59351, 0.06042; -0.02789, 1.00000
0.15790; 635.32011, 120.25460, -77.24343, 2.02870, 45.13845, -0.77872, 0.04997; -0.01484, 1.00000
0.16661; 639.01176, 118.56590, -73.96066, 2.06088, 46.46839, -0.93828, 0.03519; -0.01058, 1.00000
0.16719; 642.38228, 116.94960, -71.00296, 2.08282, 47.62954, -1.02556, 0.01887; -0.00813, 1.00000
0.16615; 645.83506, 115.23750, -68.00456, 2.09995, 48.77138, -0.99731, 0.06554; -0.00814, 1.00000
0.16669; 649.81604, 113.20700, -64.58034, 2.11576, 50.03329, -1.17992, 0.02838; -0.00239, 1.00000
0.16102; 653.43922, 111.31920, -61.48783, 2.12608, 51.13584, -1.22087, -0.00333; -0.00552, 1.00000
0.15472; 656.67360, 109.60920, -58.74245, 2.13364, 52.08530, -1.16648, -0.02806; -0.00552, 1.00000
0.16616; 660.91854, 107.32940, -55.16166, 2.14445, 53.28535, -0.99424, -0.05197; -0.01211, 1.00000
0.16087; 664.77207, 105.21990, -51.93681, 2.15669, 54.33300, -0.77350, -0.06379; -0.01393, 1.00000
0.17391; 668.69983, 103.02390, -48.68029, 2.17175, 55.36322, -0.52241, -0.06597; -0.01393, 1.00000
0.16301; 673.20575, 100.44270, -44.98695, 2.19047, 56.50252, -0.24385, -0.05782; -0.00755, 1.00000
0.16834; 677.28731, 98.05084, -41.67967, 2.20572, 57.49821, -0.09880, 0.15104; 0.00229, 0.00000
0.16373; 681.29824, 95.66447, -38.45588, 2.21531, 54.90285, -0.56819, 0.08574; 0.02193, 0.00000
0.19158; 685.54319, 93.13469, -35.04710, 2.21162, 51.04944, -0.76846, 0.02490; 0.03130, 0.00000
0.18395; 689.90143, 90.58748, -31.51072, 2.18951, 46.88043, -0.69005, -0.02438; 0.03984, 0.00000
0.16584; 693.12329, 88.77512, -28.84694, 2.16081, 43.63024, -0.49588, -0.05082; 0.04600, 0.00000
0.16696; 696.11559, 87.17428, -26.31886, 2.12513, 40.45392, -0.24955, -0.06851; 0.04815, 0.00000
0.16638; 699.21419, 85.62490, -23.63544, 2.08087, 36.96995, 0.04284, -0.08038; 0.04773, 0.00000
0.16672; 701.73647, 84.45849, -21.39907, 2.04163, 33.95125, 0.29191, -0.08481; 0.04461, 0.00000
0.16671; 704.04579, 83.47037, -19.31182, 2.00535, 31.00489, 0.39469, 0.06104; 0.04083, 0.49355
0.17338; 706.49568, 82.50527, -17.06004, 1.96904, 30.64953, 0.41241, -0.02405; 0.03406, 0.00000
0.15943; 708.57183, 81.74827, -15.12681, 1.94094, 27.77459, 0.55346, -0.06220; 0.03640, 0.00000
0.14991; 710.22176, 81.18475, -13.57610, 1.91988, 25.31254, 0.70254, -0.07498; 0.03264, 0.00000
0.15685; 712.12043, 80.57558, -11.77781, 1.89745, 22.23400, 1.06365, 0.18224; 0.02982, 0.00000
0.15055; 713.42772, 80.17867, -10.53223, 1.88296, 19.88576, 0.89650, 0.10493; 0.03105, 0.00000
0.16547; 714.74451, 79.79757, -9.27179, 1.86873, 17.27057, 0.82535, 0.05199; 0.03105, 0.00000
0.16756; 716.14945, 79.41013, -7.92133, 1.85477, 18.29361, 0.81100, 0.02059; 0.01660, 1.00000
0.16640; 717.51963, 79.04453, -6.60082, 1.84417, 19.92599, 0.82152, 0.04658; 0.04895, 0.00000
0.16606; 718.83852, 78.71747, -5.32313, 1.82758, 17.29222, 0.81655, 0.02679; 0.04895, 0.00000
0.16714; 720.09931, 78.45605, -4.08974, 1.79539, 14.39561, 0.88288, 0.01565; 0.10350, 0.00000
0.16699; 721.02805, 78.30492, -3.17338, 1.76413, 11.89756, 0.95253, 0.01689; 0.09486, 1.00000
0.17719; 722.06793, 78.17055, -2.14222, 1.72956, 13.85079, 1.01134, 0.03044; 0.06030, 1.00000
0.16863; 723.12254, 78.05416, -1.09405, 1.70269, 15.47416, 1.01556, 0.07716; 0.11938, 1.00000
0.15482; 724.29697, 77.98105, 0.07810, 1.65993, 17.12318, 0.98654, 0.07816; 0.16776, 0.00000
0.15970; 725.41673, 77.99145, 1.19781, 1.60054, 14.53410, 0.98734, 0.07671; 0.20150, 0.00000
0.16684; 726.35452, 78.07431, 2.13194, 1.53975, 12.02351, 1.00098, 0.07119; 0.18354, 0.78511
0.15784; 727.25862, 78.21170, 3.02554, 1.48146, 13.32839, 1.01395, 0.06651; 0.18354, 0.78511
0.15184; 728.27285, 78.40686, 4.02081, 1.42691, 15.03937, 1.00979, 0.06921; 0.14076, 1.00000
0.16501; 729.40932, 78.67789, 5.12449, 1.37061, 16.71420, 0.99000, 0.07308; 0.15303, 1.00000
0.16742; 730.82891, 79.10729, 6.47758, 1.29639, 18.39390, 0.96117, 0.06885; 0.15956, 1.00000
0.16859; 732.21523, 79.62622, 7.76311, 1.22052, 20.03143, 0.94717, 0.06617; 0.15236, 1.00000
0.16159; 733.71630, 80.29192, 9.10850, 1.13966, 21.65198, 0.93357, 0.05179; 0.13746, 1.00000
0.16211; 735.33055, 81.11353, 10.49802, 1.05832, 23.24486, 0.93680, 0.03118; 0.11609, 1.00000
0.14409; 736.83467, 81.96229, 11.73978, 0.99017, 24.61790, 0.96026, 0.01263; 0.11609, 1.00000
0.16630; 738.89216, 83.22884, 13.36123, 0.91151, 26.33351, 1.10533, 0.04698; 0.07300, 1.00000
0.16647; 740.83608, 84.51250, 14.82105, 0.85176, 27.83426, 1.08332, 0.03032; 0.05772, 1.00000
0.16248; 742.88609, 85.93743, 16.29486, 0.80044, 29.30578, 1.07178, 0.01875; 0.04420, 1.00000
0.15540; 745.04049, 87.49624, 17.78198, 0.75749, 30.75173, 1.06531, 0.01322; 0.03446, 1.00000
0.14976; 747.00972, 88.96410, 19.09471, 0.72597, 31.99871, 1.05722, 0.01300; 0.03446, 1.00000
0.16803; 749.65496, 90.98753, 20.79854, 0.69148, 33.57272, 1.03670, 0.04241; 0.02604, 1.00000
0.17682; 752.42560, 93.15954, 22.51866, 0.66133, 35.11647, 0.93787, 0.03991; 0.02660, 1.00000
0.17086; 754.99160, 95.21378, 24.05634, 0.63547, 36.46266, 0.85110, 0.03731; 0.02582, 1.00000
0.18289; 757.99240, 97.66397, 25.78879, 0.60666, 37.95296, 0.84719, 0.04688; 0.02455, 1.00000
0.15299; 760.75942, 99.96490, 27.32571, 0.58137, 39.25363, 0.73993, 0.03995; 0.02334, 1.00000
0.16356; 763.61867, 102.38070, 28.85516, 0.55647, 40.53297, 0.64944, 0.03208; 0.02022, 1.00000
0.13651; 766.19488, 104.58710, 30.18507, 0.53567, 41.63556, 0.54112, 0.02223; 0.01604, 1.00000
0.17443; 769.60760, 107.54670, 31.88431, 0.51174, 43.03024, 0.48892, 0.01363; 0.01164, 1.00000
0.13660; 772.33891, 109.94000, 33.20042, 0.49601, 44.09710, 0.46302, 0.00850; 0.00583, 1.00000
